"Date (UTC)","Request ID","User agent","Correlation ID","User ID","User","Username","User type","Cross tenant access type","Incoming token type","Authentication Protocol","Unique token identifier","Original transfer method","Client credential type","Token Protection - Sign In Session","Token Protection - Sign In Session StatusCode","Application","Application ID ","Resource","Resource ID ","Resource tenant ID","Home tenant ID","Home tenant name","IP address","Location","Status","Sign-in error code","Failure reason","Client app","Device ID","Browser","Operating System","Compliant","Managed","Join Type","Multifactor authentication result","Multifactor authentication auth method","Multifactor authentication auth detail","Authentication requirement","Sign-in identifier","Session ID","IP address (seen by resource)","Through Global Secure Access","Global Secure Access IP address","Autonomous system  number","Flagged for review","Token issuer type","Incoming token type","Token issuer name","Latency","Conditional Access","Managed Identity type","Associated Resource Id","Federated Token Id","Federated Token Issuer"
"2024-12-07T12:48:56Z","c5152106-b82f-4397-8185-af4eedf07c00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0","a426867d-75a1-402b-9913-4ecf05859a7e","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","BiEVxS-4l0OBha9O7fB8AA","none","none","unbound","1002","Office365 Shell WCSS-Client","89bee1f7-5e6e-4d8a-9f3d-ecd601259da7","Office365 Shell WCSS-Server","5f09333a-842c-47da-a157-57da27fcbca5","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","87.110.161.186","Riga, Riga, LV","Success","","Other.","Browser","","Edge 131.0.0","Windows10","false","false","","MFA requirement satisfied by claim in the token","","","Multifactor authentication","","79d6c9e3-ed07-4460-b1e2-2e8f00903c38","","false","","12578","false","Microsoft Entra ID","None","","95","Success","None","","",""
"2024-12-07T12:48:56Z","a466280f-1d69-447f-9829-60563e6ec200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0","a48253a6-3509-4b39-9793-c07dadb9c698","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","DyhmpGkdf0SYKWBWPm7CAA","none","none","unbound","1002","Office365 Shell WCSS-Client","89bee1f7-5e6e-4d8a-9f3d-ecd601259da7","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","87.110.161.186","Riga, Riga, LV","Success","","Other.","Browser","","Edge 131.0.0","Windows10","false","false","","MFA requirement satisfied by claim in the token","","","Multifactor authentication","","79d6c9e3-ed07-4460-b1e2-2e8f00903c38","","false","","12578","false","Microsoft Entra ID","None","","58","Success","None","","",""
"2024-12-07T12:48:56Z","ea5a3b2d-6a07-418a-8823-c0e6536c3a00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0","c9e77408-4882-4c21-a8ce-6a4219dd2688","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","LTta6gdqikGII8DmU2w6AA","none","none","unbound","1002","Office365 Shell WCSS-Client","89bee1f7-5e6e-4d8a-9f3d-ecd601259da7","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","87.110.161.186","Riga, Riga, LV","Success","","Other.","Browser","","Edge 131.0.0","Windows10","false","false","","MFA requirement satisfied by claim in the token","","","Multifactor authentication","","79d6c9e3-ed07-4460-b1e2-2e8f00903c38","","false","","12578","false","Microsoft Entra ID","None","","64","Success","None","","",""
"2024-12-07T12:48:43Z","bfc4e8b2-c1e3-4831-8364-c5428c8abf02","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0 OS/10.0.22631","7b03c5b9-78ac-49e2-b604-3994746425b7","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","sujEv-PBMUiDZMVCjIq_Ag","none","none","unbound","1002","Microsoft Office 365 Portal","00000006-0000-0ff1-ce00-000000000000","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","87.110.161.186","Riga, Riga, LV","Success","","Other.","Browser","","Edge 131.0.0","Windows10","false","false","","MFA requirement satisfied by claim in the token","","","Multifactor authentication","admin@m365ds169701.onmicrosoft.com","79d6c9e3-ed07-4460-b1e2-2e8f00903c38","","false","","12578","false","Microsoft Entra ID","None","","89","Success","None","","",""
"2024-12-07T12:48:41Z","87d3cf7f-0b9d-4318-b731-0654d3d20700","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0 OS/10.0.22631","7b03c5b9-78ac-49e2-b604-3994746425b7","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","f8_Th50LGEO3MQZU09IHAA","none","none","unbound","1002","Microsoft Office 365 Portal","00000006-0000-0ff1-ce00-000000000000","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","87.110.161.186","Riga, Riga, LV","Interrupted","50140","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Edge 131.0.0","Windows10","false","false","","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","","","Multifactor authentication","admin@m365ds169701.onmicrosoft.com","79d6c9e3-ed07-4460-b1e2-2e8f00903c38","","false","","12578","false","Microsoft Entra ID","None","","91","Success","None","","",""
"2024-12-06T20:09:06Z","937ae258-27d9-48a3-8103-2686dba61600","","172c4542-3a95-40b1-95ce-3f67015d9d66","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","WOJ6k9kno0iBAyaG26YWAA","none","none","unbound","1002","ProvisioningHealth","b6a9a780-a4a1-4955-a4f8-1fc23a3774f9","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","52.173.198.84","Des Moines, Iowa, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.onmicrosoft.com","ad9de223-c99c-42c7-af9e-4ac0d02bff62","","false","","8075","false","Microsoft Entra ID","None","","165","Not Applied","None","","",""
"2024-12-06T20:09:05Z","a7dd02ba-61da-4413-a3dc-ae4cf1b5f000","","2dbeab9f-96ed-423a-9132-ffc17fb6f215","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","ugLdp9phE0Sj3K5M8bXwAA","none","none","unbound","1002","ProvisioningHealth","b6a9a780-a4a1-4955-a4f8-1fc23a3774f9","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","52.173.198.84","Des Moines, Iowa, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.onmicrosoft.com","c185089c-f8c7-438e-b8bd-e7fcef28550a","","false","","8075","false","Microsoft Entra ID","None","","171","Not Applied","None","","",""
"2024-12-06T20:09:04Z","9ea6be22-9495-40e3-a6f5-83d2b3844b01","","8292ce3f-b5dc-4411-9819-dcf08e8879a1","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","Ir6mnpWU40Cm9YPSs4RLAQ","none","none","unbound","1002","ProvisioningHealth","b6a9a780-a4a1-4955-a4f8-1fc23a3774f9","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","52.173.198.84","Des Moines, Iowa, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.onmicrosoft.com","ec88db1c-244c-4c99-86d3-535355dee548","","false","","8075","false","Microsoft Entra ID","None","","157","Not Applied","None","","",""
"2024-12-06T20:09:04Z","2f6bb292-e9a3-4b54-8d18-a85eec312700","","811a2ee0-c54d-488c-9346-1f0be0905613","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","krJrL6PpVEuNGKhe7DEnAA","none","none","unbound","1002","ProvisioningHealth","b6a9a780-a4a1-4955-a4f8-1fc23a3774f9","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","52.173.198.84","Des Moines, Iowa, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.onmicrosoft.com","607db4e4-a560-4d8c-85d2-684bcadd54e7","","false","","8075","false","Microsoft Entra ID","None","","169","Not Applied","None","","",""
"2024-12-06T18:39:42Z","497afa44-321f-4b54-b778-5bc5a073b501","","7e0467c0-dc03-45fb-b351-bece98effda8","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","RPp6SR8yVEu3eFvFoHO1AQ","none","none","unbound","1002","MS Teams Powershell Cmdlets","12128f48-ec9e-42f0-b203-ea49fb6af367","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","Rich Client 4.66.1.0","Windows10","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","2f114fd5-4c63-4af9-96df-ab3263cc489a","","false","","8075","false","Microsoft Entra ID","None","","88","Not Applied","None","","",""
"2024-12-06T18:39:37Z","e24fbdea-4184-416d-9a9e-3d692d0ec102","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; Dev_3SharpProvisioning)","54d85618-2eb7-4006-8513-6684ebf60fd7","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","6r1P4oRBbUGanj1pLQ7BAg","none","none","unbound","1002","Microsoft Office 365 Portal","00000006-0000-0ff1-ce00-000000000000","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Browser","","IE 9.0","Windows7","false","false","","","","","Single-factor authentication","","4df42e2d-6f4f-4a45-8ee9-7596c9394cab","","false","","8075","false","Microsoft Entra ID","None","","135","Not Applied","None","","",""
"2024-12-06T18:39:37Z","43305e2c-60ee-4d6c-a15d-d386ced49900","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; Dev_3SharpProvisioning)","0d2c897d-b239-4a3f-97e9-c4a4f0ab747b","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","LF4wQ-5gbE2hXdOGztSZAA","none","none","unbound","1002","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Browser","","IE 9.0","Windows7","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","4df42e2d-6f4f-4a45-8ee9-7596c9394cab","","false","","8075","false","Microsoft Entra ID","None","","160","Not Applied","None","","",""
"2024-12-06T18:39:28Z","bfc4e8b2-c1e3-4831-8364-c5426392a302","","592003ad-df7f-4c88-b430-72cd9ccc449c","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","sujEv-PBMUiDZMVCY5KjAg","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","8abbb64f-c6d4-4fe5-9051-4f2c6bec1dbd","","false","","8075","false","Microsoft Entra ID","None","","175","Not Applied","None","","",""
"2024-12-06T18:38:08Z","51901949-8fa8-4e96-86c1-9289424d0603","","8d40cc02-3547-4e50-9e02-439d3be3416d","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","SRmQUaiPlk6GwZKJQk0GAw","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","edaa6343-289e-4980-a524-8402c01b09df","","false","","8075","false","Microsoft Entra ID","None","","121","Not Applied","None","","",""
"2024-12-06T18:38:02Z","8c41f971-33af-43a7-849a-5cec25156d00","","7d1d96f2-3755-4457-871b-dc15229e3713","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","cflBjK8zp0OEmlzsJRVtAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","56327ef1-45a5-40e9-be97-7b7269a0117d","","false","","8075","false","Microsoft Entra ID","None","","209","Not Applied","None","","",""
"2024-12-06T18:37:55Z","91b4371c-88a8-4cba-83a2-4088f1fe9902","","a0b6a08f-953c-4221-aaa6-dc4f6dcb1187","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","HDe0kaiIukyDokCI8f6ZAg","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","249d01b7-2d52-4f45-b191-ea4c47bdf32b","","false","","8075","false","Microsoft Entra ID","None","","206","Not Applied","None","","",""
